id,text,words,ner_tags,cleaned_text,lemmatized_text,gliner_entities,spacy_entities
en-doc5937-sent120,"However , he retained his position as general secretary of the Hungarian Workers Party and over the next three years the two men became involved in a bitter struggle for power .","['However', ',', 'he', 'retained', 'his', 'position', 'as', 'general', 'secretary', 'of', 'the', 'Hungarian', 'Workers', 'Party', 'and', 'over', 'the', 'next', 'three', 'years', 'the', 'two', 'men', 'became', 'involved', 'in', 'a', 'bitter', 'struggle', 'for', 'power', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",however he retained his position as general secretary of the hungarian workers party and over the next three years the two men became involved in a bitter struggle for power,however he retain his position as general secretary of the hungarian worker party and over the next three year the two man become involve in a bitter struggle for power,"[{'start': 38, 'end': 55, 'text': 'general secretary', 'label': 'person', 'score': 0.6275120973587036}, {'start': 63, 'end': 86, 'text': 'Hungarian Workers Party', 'label': 'organization', 'score': 0.9432754516601562}, {'start': 121, 'end': 128, 'text': 'two men', 'label': 'person', 'score': 0.515638530254364}]","[{'text': 'the hungarian workers party', 'start': 57, 'end': 84, 'label': 'ORG'}]"
en-doc6174-sent3,"Dr. Rick Strassman , while conducting DMT research in the 1990s at the University of New Mexico , advanced the theory that a massive release of DMT from the pineal gland prior to death or near death was the cause of the near death experience ( NDE ) phenomenon .","['Dr.', 'Rick', 'Strassman', ',', 'while', 'conducting', 'DMT', 'research', 'in', 'the', '1990s', 'at', 'the', 'University', 'of', 'New', 'Mexico', ',', 'advanced', 'the', 'theory', 'that', 'a', 'massive', 'release', 'of', 'DMT', 'from', 'the', 'pineal', 'gland', 'prior', 'to', 'death', 'or', 'near', 'death', 'was', 'the', 'cause', 'of', 'the', 'near', 'death', 'experience', '(', 'NDE', ')', 'phenomenon', '.']","[0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dr rick strassman while conducting dmt research in the 1990s at the university of new mexico advanced the theory that a massive release of dmt from the pineal gland prior to death or near death was the cause of the near death experience nde phenomenon,dr rick strassman while conduct dmt research in the 1990 at the university of new mexico advance the theory that a massive release of dmt from the pineal gland prior to death or near death be the cause of the near death experience nde phenomenon,"[{'start': 0, 'end': 18, 'text': 'Dr. Rick Strassman', 'label': 'person', 'score': 0.9787198901176453}, {'start': 71, 'end': 95, 'text': 'University of New Mexico', 'label': 'organization', 'score': 0.942110002040863}, {'start': 157, 'end': 169, 'text': 'pineal gland', 'label': 'location', 'score': 0.4773009419441223}]","[{'text': 'dr rick strassman', 'start': 0, 'end': 17, 'label': 'PER'}, {'text': 'the university of new mexico', 'start': 64, 'end': 92, 'label': 'ORG'}]"
en-doc5991-sent35,"Additionally , the New York City Landmarks Preservation Commission began the process of landmarking the South Village in June 2009 .","['Additionally', ',', 'the', 'New', 'York', 'City', 'Landmarks', 'Preservation', 'Commission', 'began', 'the', 'process', 'of', 'landmarking', 'the', 'South', 'Village', 'in', 'June', '2009', '.']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",additionally the new york city landmarks preservation commission began the process of landmarking the south village in june 2009,additionally the new york city landmarks preservation commission begin the process of landmarke the south village in june 2009,"[{'start': 19, 'end': 66, 'text': 'New York City Landmarks Preservation Commission', 'label': 'organization', 'score': 0.9274662733078003}, {'start': 104, 'end': 117, 'text': 'South Village', 'label': 'location', 'score': 0.9259083867073059}]","[{'text': 'new york city', 'start': 17, 'end': 30, 'label': 'LOC'}]"
en-doc5917-sent58,"Others , such as Damon Hill and Jackie Stewart take active roles in running motorsport in their own countries .","['Others', ',', 'such', 'as', 'Damon', 'Hill', 'and', 'Jackie', 'Stewart', 'take', 'active', 'roles', 'in', 'running', 'motorsport', 'in', 'their', 'own', 'countries', '.']","[0, 0, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",others such as damon hill and jackie stewart take active roles in running motorsport in their own countries,other such as damon hill and jackie stewart take active role in running motorsport in their own country,"[{'start': 0, 'end': 6, 'text': 'Others', 'label': 'miscellaneous', 'score': 0.3785357177257538}, {'start': 17, 'end': 27, 'text': 'Damon Hill', 'label': 'person', 'score': 0.982787013053894}, {'start': 32, 'end': 46, 'text': 'Jackie Stewart', 'label': 'person', 'score': 0.9786460995674133}]","[{'text': 'jackie stewart', 'start': 30, 'end': 44, 'label': 'PER'}]"
en-doc6179-sent12,"In 395 Theodosius I , who had made Christianity the official religion of the Roman Empire , would be the last emperor to preside over a united Roman Empire , and from thenceforth , the empire would be split into two halves : the Western Roman Empire centered in Ravenna , and the Eastern Roman Empire ( later to be referred to as the Byzantine Empire ) centered in Constantinople .","['In', '395', 'Theodosius', 'I', ',', 'who', 'had', 'made', 'Christianity', 'the', 'official', 'religion', 'of', 'the', 'Roman', 'Empire', ',', 'would', 'be', 'the', 'last', 'emperor', 'to', 'preside', 'over', 'a', 'united', 'Roman', 'Empire', ',', 'and', 'from', 'thenceforth', ',', 'the', 'empire', 'would', 'be', 'split', 'into', 'two', 'halves', ':', 'the', 'Western', 'Roman', 'Empire', 'centered', 'in', 'Ravenna', ',', 'and', 'the', 'Eastern', 'Roman', 'Empire', '(', 'later', 'to', 'be', 'referred', 'to', 'as', 'the', 'Byzantine', 'Empire', ')', 'centered', 'in', 'Constantinople', '.']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",in 395 theodosius i who had made christianity the official religion of the roman empire would be the last emperor to preside over a united roman empire and from thenceforth the empire would be split into two halves the western roman empire centered in ravenna and the eastern roman empire later to be referred to as the byzantine empire centered in constantinople,in 395 theodosius I who have make christianity the official religion of the roman empire would be the last emperor to preside over a united roman empire and from thenceforth the empire would be split into two half the western roman empire center in ravenna and the eastern roman empire later to be refer to as the byzantine empire center in constantinople,"[{'start': 7, 'end': 19, 'text': 'Theodosius I', 'label': 'person', 'score': 0.985052227973938}, {'start': 77, 'end': 89, 'text': 'Roman Empire', 'label': 'organization', 'score': 0.9431475400924683}, {'start': 143, 'end': 155, 'text': 'Roman Empire', 'label': 'organization', 'score': 0.9484292268753052}, {'start': 229, 'end': 249, 'text': 'Western Roman Empire', 'label': 'organization', 'score': 0.9635909199714661}, {'start': 262, 'end': 269, 'text': 'Ravenna', 'label': 'location', 'score': 0.9522668123245239}, {'start': 280, 'end': 300, 'text': 'Eastern Roman Empire', 'label': 'organization', 'score': 0.9702032208442688}, {'start': 334, 'end': 350, 'text': 'Byzantine Empire', 'label': 'organization', 'score': 0.883213460445404}, {'start': 365, 'end': 379, 'text': 'Constantinople', 'label': 'location', 'score': 0.967085599899292}]",[]
en-doc6312-sent38,When Hemingway was asked about the scar he was reluctant to answer .,"['When', 'Hemingway', 'was', 'asked', 'about', 'the', 'scar', 'he', 'was', 'reluctant', 'to', 'answer', '.']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",when hemingway was asked about the scar he was reluctant to answer,when hemingway be ask about the scar he be reluctant to answer,"[{'start': 5, 'end': 14, 'text': 'Hemingway', 'label': 'person', 'score': 0.9550931453704834}]","[{'text': 'hemingway', 'start': 5, 'end': 14, 'label': 'PER'}]"
en-doc6206-sent4,This Imperial Prince was the next youngest brother of Emperor Senka .,"['This', 'Imperial', 'Prince', 'was', 'the', 'next', 'youngest', 'brother', 'of', 'Emperor', 'Senka', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",this imperial prince was the next youngest brother of emperor senka,this imperial prince be the next young brother of emperor senka,"[{'start': 0, 'end': 20, 'text': 'This Imperial Prince', 'label': 'person', 'score': 0.621209979057312}, {'start': 54, 'end': 67, 'text': 'Emperor Senka', 'label': 'person', 'score': 0.8646503686904907}]",[]
en-doc6159-sent12,"However , William quickly arranged for the building of Rougemont Castle to ensure the city 's compliance in future .","['However', ',', 'William', 'quickly', 'arranged', 'for', 'the', 'building', 'of', 'Rougemont', 'Castle', 'to', 'ensure', 'the', 'city', ""'s"", 'compliance', 'in', 'future', '.']","[0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",however william quickly arranged for the building of rougemont castle to ensure the city s compliance in future,however william quickly arrange for the building of rougemont castle to ensure the city s compliance in future,"[{'start': 10, 'end': 17, 'text': 'William', 'label': 'person', 'score': 0.9874992966651917}, {'start': 55, 'end': 71, 'text': 'Rougemont Castle', 'label': 'location', 'score': 0.9710953235626221}, {'start': 86, 'end': 90, 'text': 'city', 'label': 'organization', 'score': 0.6228118538856506}]","[{'text': 'william', 'start': 8, 'end': 15, 'label': 'PER'}]"
en-doc6380-sent89,"Also Kjell Westö 's epic novel Where We Once Went deals with the Finnish civil war , following individuals and families from both the red and white sides of the spectrum , before , during and after the war period .","['Also', 'Kjell', 'Westö', ""'s"", 'epic', 'novel', 'Where', 'We', 'Once', 'Went', 'deals', 'with', 'the', 'Finnish', 'civil', 'war', ',', 'following', 'individuals', 'and', 'families', 'from', 'both', 'the', 'red', 'and', 'white', 'sides', 'of', 'the', 'spectrum', ',', 'before', ',', 'during', 'and', 'after', 'the', 'war', 'period', '.']","[0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",also kjell west s epic novel where we once went deals with the finnish civil war following individuals and families from both the red and white sides of the spectrum before during and after the war period,also kjell west s epic novel where we once go deal with the finnish civil war follow individual and family from both the red and white side of the spectrum before during and after the war period,"[{'start': 5, 'end': 16, 'text': 'Kjell Westö', 'label': 'person', 'score': 0.9787638187408447}]","[{'text': 'kjell west s', 'start': 5, 'end': 17, 'label': 'PER'}]"
en-doc5909-sent10,"In contrast , modern light machine guns such as the FN Minimi are often wielded by a single infantryman .","['In', 'contrast', ',', 'modern', 'light', 'machine', 'guns', 'such', 'as', 'the', 'FN', 'Minimi', 'are', 'often', 'wielded', 'by', 'a', 'single', 'infantryman', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",in contrast modern light machine guns such as the fn minimi are often wielded by a single infantryman,in contrast modern light machine gun such as the fn minimi be often wield by a single infantryman,"[{'start': 52, 'end': 54, 'text': 'FN', 'label': 'organization', 'score': 0.7023590803146362}, {'start': 92, 'end': 103, 'text': 'infantryman', 'label': 'person', 'score': 0.7304388880729675}]",[]
en-doc6115-sent26,"But both these artists received their most important commissions from the wealthiest and most powerful of all patrons , the Vatican .","['But', 'both', 'these', 'artists', 'received', 'their', 'most', 'important', 'commissions', 'from', 'the', 'wealthiest', 'and', 'most', 'powerful', 'of', 'all', 'patrons', ',', 'the', 'Vatican', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",but both these artists received their most important commissions from the wealthiest and most powerful of all patrons the vatican,but both these artist receive their most important commission from the wealthy and most powerful of all patron the vatican,"[{'start': 15, 'end': 22, 'text': 'artists', 'label': 'person', 'score': 0.5860630869865417}, {'start': 124, 'end': 131, 'text': 'Vatican', 'label': 'location', 'score': 0.8580957055091858}]",[]
en-doc6256-sent14,A June 2006 study by the WHO has cast doubt on the safety of genital cutting of any kind .,"['A', 'June', '2006', 'study', 'by', 'the', 'WHO', 'has', 'cast', 'doubt', 'on', 'the', 'safety', 'of', 'genital', 'cutting', 'of', 'any', 'kind', '.']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",a june 2006 study by the who has cast doubt on the safety of genital cutting of any kind,a june 2006 study by the who have cast doubt on the safety of genital cutting of any kind,"[{'start': 25, 'end': 28, 'text': 'WHO', 'label': 'organization', 'score': 0.9575265645980835}]",[]
en-doc6264-sent4,"In 1765 , Capt. John Byron , who was unaware of the French presence in the east , explored Saunders Island , in the west , named the harbour Port Egmont , and claimed this and other islands for Britain on the grounds of prior discovery .","['In', '1765', ',', 'Capt.', 'John', 'Byron', ',', 'who', 'was', 'unaware', 'of', 'the', 'French', 'presence', 'in', 'the', 'east', ',', 'explored', 'Saunders', 'Island', ',', 'in', 'the', 'west', ',', 'named', 'the', 'harbour', 'Port', 'Egmont', ',', 'and', 'claimed', 'this', 'and', 'other', 'islands', 'for', 'Britain', 'on', 'the', 'grounds', 'of', 'prior', 'discovery', '.']","[0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",in 1765 capt john byron who was unaware of the french presence in the east explored saunders island in the west named the harbour port egmont and claimed this and other islands for britain on the grounds of prior discovery,in 1765 capt john byron who be unaware of the french presence in the east explore saunder island in the west name the harbour port egmont and claim this and other island for britain on the ground of prior discovery,"[{'start': 10, 'end': 26, 'text': 'Capt. John Byron', 'label': 'person', 'score': 0.9805005788803101}, {'start': 52, 'end': 58, 'text': 'French', 'label': 'organization', 'score': 0.5788346529006958}, {'start': 91, 'end': 106, 'text': 'Saunders Island', 'label': 'location', 'score': 0.9773299694061279}, {'start': 141, 'end': 152, 'text': 'Port Egmont', 'label': 'location', 'score': 0.8770772218704224}, {'start': 194, 'end': 201, 'text': 'Britain', 'label': 'organization', 'score': 0.9263675212860107}]","[{'text': 'john byron', 'start': 13, 'end': 23, 'label': 'PER'}, {'text': 'french', 'start': 47, 'end': 53, 'label': 'MISC'}, {'text': 'britain', 'start': 181, 'end': 188, 'label': 'LOC'}]"
en-doc6429-sent3,"ACM also sponsors other computer science related events such as the worldwide ACM International Collegiate Programming Contest ( ICPC ) , and has sponsored some other events such as the chess match between Garry Kasparov and the IBM Deep Blue computer .","['ACM', 'also', 'sponsors', 'other', 'computer', 'science', 'related', 'events', 'such', 'as', 'the', 'worldwide', 'ACM', 'International', 'Collegiate', 'Programming', 'Contest', '(', 'ICPC', ')', ',', 'and', 'has', 'sponsored', 'some', 'other', 'events', 'such', 'as', 'the', 'chess', 'match', 'between', 'Garry', 'Kasparov', 'and', 'the', 'IBM', 'Deep', 'Blue', 'computer', '.']","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",acm also sponsors other computer science related events such as the worldwide acm international collegiate programming contest icpc and has sponsored some other events such as the chess match between garry kasparov and the ibm deep blue computer,acm also sponsor other computer science relate event such as the worldwide acm international collegiate programming contest icpc and have sponsor some other event such as the chess match between garry kasparov and the ibm deep blue computer,"[{'start': 0, 'end': 3, 'text': 'ACM', 'label': 'organization', 'score': 0.9821105599403381}, {'start': 78, 'end': 81, 'text': 'ACM', 'label': 'organization', 'score': 0.9814532995223999}, {'start': 206, 'end': 220, 'text': 'Garry Kasparov', 'label': 'person', 'score': 0.9918789863586426}, {'start': 229, 'end': 232, 'text': 'IBM', 'label': 'organization', 'score': 0.721457839012146}]","[{'text': 'garry kasparov', 'start': 200, 'end': 214, 'label': 'PER'}, {'text': 'ibm', 'start': 223, 'end': 226, 'label': 'ORG'}]"
