id,words,ner_tags,text,cleaned_text,lemmatized_text
en-doc5831-sent1,"['He' 'did' 'so' 'with' 'such' 'success' 'that' 'he' 'was' 'soon'
 'promoted' 'to' 'enginewright' 'for' 'the' 'neighbouring' 'collieries'
 'at' 'Killingworth' ',' 'responsible' 'for' 'maintaining' 'and'
 'repairing' 'all' 'of' 'the' 'colliery' 'engines' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],"He did so with such success that he was soon promoted to enginewright for the neighbouring collieries at Killingworth , responsible for maintaining and repairing all of the colliery engines .",he did so with such success that he was soon promoted to enginewright for the neighbouring collieries at killingworth responsible for maintaining and repairing all of the colliery engines,he do so with such success that he be soon promote to enginewright for the neighbouring colliery at killingworth responsible for maintain and repair all of the colliery engine
en-doc5979-sent186,"['With' 'that' 'said' 'the' 'experts' 'gave' 'the' 'Phillies' 'the' 'edge'
 'in' 'beating' 'the' 'Astros' 'in' 'game' 'one' 'of' 'the' 'NLCS' '.']",[0 0 0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0 0 0 0],With that said the experts gave the Phillies the edge in beating the Astros in game one of the NLCS .,with that said the experts gave the phillies the edge in beating the astros in game one of the nlcs,with that say the expert give the phillie the edge in beat the astro in game one of the nlcs
en-doc6397-sent1,"['In' '1963' ',' 'she' 'graduated' 'from' 'Washburn' 'High' 'School' '.']",[0 0 0 0 0 0 4 4 4 0],"In 1963 , she graduated from Washburn High School .",in 1963 she graduated from washburn high school,in 1963 she graduate from washburn high school
en-doc6232-sent9,"['Today' 'the' 'population' 'of' 'Guadeloupe' 'is' 'mainly' 'of' 'African'
 'or' 'mixed' 'descent' 'and' 'largely' 'Roman' 'Catholic' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0],Today the population of Guadeloupe is mainly of African or mixed descent and largely Roman Catholic .,today the population of guadeloupe is mainly of african or mixed descent and largely roman catholic,today the population of guadeloupe be mainly of african or mixed descent and largely roman catholic
en-doc5865-sent61,"['Over' '21.6' '%' 'of' 'Ballarat' 'residents' 'claim' 'no' 'religious'
 'affiliation' '.']",[0 0 0 0 1 0 0 0 0 0 0],Over 21.6 % of Ballarat residents claim no religious affiliation .,over 21 6 of ballarat residents claim no religious affiliation,over 21 6 of ballarat resident claim no religious affiliation
en-doc6155-sent27,"['Several' 'days' 'later' ',' 'he' 'came' 'out' 'to' 'a' 'group' 'of'
 'friends' 'at' 'a' 'party' 'held' 'at' 'his' 'home' 'in' 'Belsize' 'Park'
 ',' 'where' 'he' 'officially' 'introduced' 'them' 'to' 'his' 'partner'
 ',' 'David' 'Sherlock' ',' 'whom' 'he' 'had' 'met' 'in' 'Ibiza' 'in'
 '1966' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
 0 0 0 1 0 0 0]","Several days later , he came out to a group of friends at a party held at his home in Belsize Park , where he officially introduced them to his partner , David Sherlock , whom he had met in Ibiza in 1966 .",several days later he came out to a group of friends at a party held at his home in belsize park where he officially introduced them to his partner david sherlock whom he had met in ibiza in 1966,several day later he come out to a group of friend at a party hold at his home in belsize park where he officially introduce they to his partner david sherlock whom he have meet in ibiza in 1966
en-doc6331-sent7,"['The' 'setting' 'for' 'Doom' 'Resurrection' 'takes' 'place' 'parallel'
 'to' 'Doom' '3' ',' 'and' 'it' 'uses' 'the' 'characters' 'and' 'art'
 'from' 'the' 'previously' 'developed' 'game' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The setting for Doom Resurrection takes place parallel to Doom 3 , and it uses the characters and art from the previously developed game .",the setting for doom resurrection takes place parallel to doom 3 and it uses the characters and art from the previously developed game,the setting for doom resurrection take place parallel to doom 3 and it use the character and art from the previously develop game
en-doc6299-sent2,"['Over-population' 'on' 'many' 'of' 'the' 'tiny' 'islands' 'of'
 'Polynesia' 'led' 'to' 'these' 'oceanic' 'migrations' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],Over-population on many of the tiny islands of Polynesia led to these oceanic migrations .,over population on many of the tiny islands of polynesia led to these oceanic migrations,over population on many of the tiny island of polynesia lead to these oceanic migration
en-doc5858-sent10,"['In' '1863' ',' 'Mariani' 'started' 'marketing' 'a' 'wine' 'called' 'Vin'
 'Mariani' ',' 'which' 'had' 'been' 'treated' 'with' 'coca' 'leaves' ','
 'to' 'become' 'cocawine' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1863 , Mariani started marketing a wine called Vin Mariani , which had been treated with coca leaves , to become cocawine .",in 1863 mariani started marketing a wine called vin mariani which had been treated with coca leaves to become cocawine,in 1863 mariani start market a wine call vin mariani which have be treat with coca leave to become cocawine
en-doc6145-sent17,"['Between' '1438' 'and' '1527' ',' 'the' 'Incan' 'empire' ',' 'on' 'a'
 'mass' 'expansion' ',' 'acquired' 'much' 'of' 'what' 'is' 'now' 'western'
 'Bolivia' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],"Between 1438 and 1527 , the Incan empire , on a mass expansion , acquired much of what is now western Bolivia .",between 1438 and 1527 the incan empire on a mass expansion acquired much of what is now western bolivia,between 1438 and 1527 the incan empire on a mass expansion acquire much of what be now western bolivia
en-doc5981-sent4,"['Apollo' 'sparked' 'interest' 'in' 'many' 'fields' 'of' 'engineering'
 'and' 'left' 'many' 'physical' 'facilities' 'and' 'machines' 'developed'
 'for' 'the' 'program' 'as' 'landmarks' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],Apollo sparked interest in many fields of engineering and left many physical facilities and machines developed for the program as landmarks .,apollo sparked interest in many fields of engineering and left many physical facilities and machines developed for the program as landmarks,apollo spark interest in many field of engineering and leave many physical facility and machine develop for the program as landmark
en-doc5987-sent3,"['He' 'was' 'most' 'recently' 'the' 'head' 'men' ""'s"" 'basketball' 'coach'
 'at' 'Texas' 'Tech' 'before' 'announcing' 'his' 'retirement' 'on'
 'February' '4' ',' '2008' '.']",[0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 0],"He was most recently the head men 's basketball coach at Texas Tech before announcing his retirement on February 4 , 2008 .",he was most recently the head men s basketball coach at texas tech before announcing his retirement on february 4 2008,he be most recently the head man s basketball coach at texas tech before announce his retirement on february 4 2008
en-doc6170-sent77,"['In' '1997' ',' 'Coppola' 'founded' 'Zoetrope' ':' 'All-Story' ',' 'a'
 'literary' 'magazine' 'devoted' 'to' 'short' 'stories' 'and' 'design' '.']",[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In 1997 , Coppola founded Zoetrope : All-Story , a literary magazine devoted to short stories and design .",in 1997 coppola founded zoetrope all story a literary magazine devoted to short stories and design,in 1997 coppola found zoetrope all story a literary magazine devote to short story and design
en-doc6404-sent50,"['In' '2003' ',' 'Honda' 'transferred' 'its' 'effort' 'to' 'the' 'rival'
 'IRL' 'IndyCar' 'Series' '.']",[0 0 0 4 0 0 0 0 0 0 4 0 0 0],"In 2003 , Honda transferred its effort to the rival IRL IndyCar Series .",in 2003 honda transferred its effort to the rival irl indycar series,in 2003 honda transfer its effort to the rival irl indycar series
en-doc6308-sent17,"['In' '1933' ',' 'stereo' 'signals' 'were' 'transmitted' 'live' 'from'
 'Philadelphia' 'to' 'Wash.' ',' 'DC' '.']",[0 0 0 0 0 0 0 0 0 1 0 1 0 1 0],"In 1933 , stereo signals were transmitted live from Philadelphia to Wash. , DC .",in 1933 stereo signals were transmitted live from philadelphia to wash dc,in 1933 stereo signal be transmit live from philadelphia to wash dc
en-doc6430-sent58,"['The' 'taifa' 'of' 'Seville' 'was' 'especially' 'influential' ',' 'but'
 'the' 'Emirate' 'of' 'Granada' 'was' 'the' 'last' 'to' 'survive' ','
 'lasting' 'from' '1228' 'until' '1492' '.']",[0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],"The taifa of Seville was especially influential , but the Emirate of Granada was the last to survive , lasting from 1228 until 1492 .",the taifa of seville was especially influential but the emirate of granada was the last to survive lasting from 1228 until 1492,the taifa of seville be especially influential but the emirate of granada be the last to survive last from 1228 until 1492
en-doc5809-sent4,"['After' 'a' 'brief' 'but' 'fierce' 'storm' 'sent' 'up' 'against' 'the'
 'group' 'at' 'Juno' ""'s"" 'request' ',' 'and' 'several' 'failed'
 'attempts' 'to' 'found' 'cities' ',' 'Aeneas' 'and' 'his' 'fleet' 'made'
 'landfall' 'at' 'Carthage' 'after' 'six' 'years' 'of' 'wanderings' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0
 0]","After a brief but fierce storm sent up against the group at Juno 's request , and several failed attempts to found cities , Aeneas and his fleet made landfall at Carthage after six years of wanderings .",after a brief but fierce storm sent up against the group at juno s request and several failed attempts to found cities aeneas and his fleet made landfall at carthage after six years of wanderings,after a brief but fierce storm send up against the group at juno s request and several fail attempt to find city aenea and his fleet make landfall at carthage after six year of wandering
en-doc6378-sent63,"['Cantor' ""'s"" '1874' 'Crelle' 'paper' 'was' 'the' 'first' 'to' 'invoke'
 'the' 'notion' 'of' 'a' '1-to-1' 'correspondence' ',' 'though' 'he' 'did'
 'not' 'use' 'that' 'phrase' '.']",[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"Cantor 's 1874 Crelle paper was the first to invoke the notion of a 1-to-1 correspondence , though he did not use that phrase .",cantor s 1874 crelle paper was the first to invoke the notion of a 1 to 1 correspondence though he did not use that phrase,cantor s 1874 crelle paper be the first to invoke the notion of a 1 to 1 correspondence though he do not use that phrase
en-doc6380-sent47,"['The' 'negotiations' 'for' 'the' 'treaty' 'revealed' 'that' ',' 'as' 'in'
 'World' 'War' 'I' 'in' 'general' ',' 'nationalism' 'was' 'more'
 'important' 'for' 'the' 'both' 'sides' 'than' 'principles' 'of'
 'international' 'socialism' 'and' 'pacifism' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"The negotiations for the treaty revealed that , as in World War I in general , nationalism was more important for the both sides than principles of international socialism and pacifism .",the negotiations for the treaty revealed that as in world war i in general nationalism was more important for the both sides than principles of international socialism and pacifism,the negotiation for the treaty reveal that as in world war I in general nationalism be more important for the both side than principle of international socialism and pacifism
en-doc6155-sent6,"['The' 'revue' 'appeared' 'in' 'October' '1964' 'on' 'The' 'Ed' 'Sullivan'
 'Show' '.']",[0 0 0 0 0 0 0 0 0 0 0 0],The revue appeared in October 1964 on The Ed Sullivan Show .,the revue appeared in october 1964 on the ed sullivan show,the revue appear in october 1964 on the ed sullivan show
en-doc5918-sent31,"['Subsequent' 'data' 'gathering' 'in' 'the' '1980s' 'by' 'historians'
 'Vladimir' 'Žerjavić' 'and' 'Bogoljub' 'Kočović' 'showed' 'that' 'the'
 'actual' 'number' 'of' 'dead' 'was' 'about' '1' 'million' '.']",[0 0 0 0 0 0 0 0 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0],Subsequent data gathering in the 1980s by historians Vladimir Žerjavić and Bogoljub Kočović showed that the actual number of dead was about 1 million .,subsequent data gathering in the 1980s by historians vladimir erjavi and bogoljub ko ovi showed that the actual number of dead was about 1 million,subsequent datum gathering in the 1980 by historian vladimir erjavi and bogoljub ko ovi show that the actual number of dead be about 1 million
en-doc6065-sent24,"['Many' 'cities' 'and' 'towns' 'in' 'Utah' ',' 'and' 'some' 'in'
 'neighboring' 'states' ',' 'were' 'founded' 'under' 'Young' ""'s""
 'direction' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0],"Many cities and towns in Utah , and some in neighboring states , were founded under Young 's direction .",many cities and towns in utah and some in neighboring states were founded under young s direction,many city and town in utah and some in neighboring state be found under young s direction
en-doc6331-sent22,"['Aside' 'from' 'the' 'single' 'player' 'game' 'mode' ',' 'Doom'
 'features' 'two' 'multiplayer' 'modes' 'playable' 'over' 'a' 'network'
 ':' '""' 'cooperative' '""' ',' 'in' 'which' 'two' 'to' 'four' 'players'
 'team' 'up' ',' 'and' '""' 'deathmatch' '""' ',' 'in' 'which' 'two' 'to'
 'four' 'players' 'play' 'against' 'each' 'other' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]","Aside from the single player game mode , Doom features two multiplayer modes playable over a network : "" cooperative "" , in which two to four players team up , and "" deathmatch "" , in which two to four players play against each other .",aside from the single player game mode doom features two multiplayer modes playable over a network cooperative in which two to four players team up and deathmatch in which two to four players play against each other,aside from the single player game mode doom feature two multiplayer mode playable over a network cooperative in which two to four player team up and deathmatch in which two to four player play against each other
en-doc5922-sent13,"['After' 'doing' 'this' ',' 'Haman' 'rushed' 'home' ',' 'full' 'of'
 'grief' '.']",[0 0 0 0 2 0 0 0 0 0 0 0],"After doing this , Haman rushed home , full of grief .",after doing this haman rushed home full of grief,after do this haman rush home full of grief
en-doc6420-sent154,"['In' 'the' '19th' 'century' ',' 'the' 'most' 'popular' 'Gilbert' 'and'
 'Sullivan' 'songs' 'and' 'music' 'were' 'adapted' 'as' 'dance' 'pieces'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"In the 19th century , the most popular Gilbert and Sullivan songs and music were adapted as dance pieces .",in the 19th century the most popular gilbert and sullivan songs and music were adapted as dance pieces,in the 19th century the most popular gilbert and sullivan song and music be adapt as dance piece
en-doc6408-sent3,"['Studies' 'of' 'word' 'usage' 'have' 'indicated' 'that' 'the' 'highest'
 'percentage' 'of' 'commonalities' 'are' 'between' 'the' 'three' 'Solomon'
 'sections' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0],Studies of word usage have indicated that the highest percentage of commonalities are between the three Solomon sections .,studies of word usage have indicated that the highest percentage of commonalities are between the three solomon sections,study of word usage have indicate that the high percentage of commonality be between the three solomon section
en-doc6383-sent16,"['This' 'was' 'Eddy' ""'s"" 'understanding' 'of' 'Jesus' ""'"" 'saying' ':'
 '""' 'He' 'that' 'believeth' 'on' 'me' ',' 'the' 'works' 'that' 'I' 'do'
 'shall' 'he' 'do' 'also' ';' 'and' 'greater' 'works' 'than' 'these'
 'shall' 'he' 'do' ',' 'because' 'I' 'go' 'unto' 'my' 'Father' '""' '.']","[0 0 2 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","This was Eddy 's understanding of Jesus ' saying : "" He that believeth on me , the works that I do shall he do also ; and greater works than these shall he do , because I go unto my Father "" .",this was eddy s understanding of jesus saying he that believeth on me the works that i do shall he do also and greater works than these shall he do because i go unto my father,this be eddy s understanding of jesus say he that believeth on I the work that I do shall he do also and great work than these shall he do because I go unto my father
